Date,Adj Close
2022-01-05,-0.016518488231224038
2022-01-06,-0.006459942079237613
2022-01-07,0.018205485314608083
2022-01-10,-0.0038313934899329993
2022-01-11,0.011538388576675995
2022-01-12,0.0
2022-01-13,-0.012674158390934553
2022-01-14,-0.007702235377159639
2022-01-17,0.00258734009479733
2022-01-18,-0.006451606280800659
2022-01-19,-0.009090920361541577
2022-01-20,0.0026212501531348575
2022-01-21,-0.011764735244062074
2022-01-24,-0.006613855160012894
2022-01-25,-0.014647081436031328
2022-01-26,0.0
2022-01-27,-0.03648647268548355
2022-01-28,0.028050574915784443
2022-02-03,0.0
2022-02-04,0.009549698381168037
2022-02-07,-0.013513392936330026
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,0.032876502141035324
2022-02-11,-0.0066311883512395475
2022-02-14,-0.016021367062482472
2022-02-15,0.0
2022-02-16,0.014925315136640416
2022-02-17,0.002673815559583792
2022-02-18,-0.009333345637358548
2022-02-21,0.0
2022-02-22,0.0
2022-02-23,0.0
2022-02-24,-0.03768489657612095
2022-02-25,0.005594443874539001
2022-02-28,0.0
2022-03-02,-0.0027817707383652746
2022-03-03,0.01673640678017252
2022-03-04,0.0
2022-03-07,-0.038408827050607997
2022-03-08,-0.008559147394437416
2022-03-10,0.0
2022-03-11,0.007194122729895502
2022-03-14,0.002857276634200323
2022-03-15,0.0
2022-03-16,0.0028489092213321854
2022-03-17,0.0
2022-03-18,0.0042614499913555814
2022-03-21,-0.011315383038368765
2022-03-22,0.00572238625134136
2022-03-23,0.0028448568518728568
2022-03-24,-0.009928978779391917
2022-03-25,0.0
2022-03-28,-0.0014327317022689856
2022-03-29,0.007173708568674275
2022-03-30,0.0008734841797146675
2022-03-31,-0.004291826056159853
2022-04-01,-0.0071840269849601235
2022-04-04,0.0028943813656403528
2022-04-05,-0.00144295694826313
2022-04-06,-0.010115752045189108
2022-04-07,-0.007299161282741884
2022-04-08,-0.002941202144071342
2022-04-11,0.0014749975311652008
2022-04-12,-0.01325484327047366
2022-04-13,0.025373178933228324
2022-04-14,-0.017467285631621032
2022-04-15,-0.01333339117596577
2022-04-18,0.0015015741216843903
2022-04-19,0.008995580699838301
2022-04-20,0.0014857205485947489
2022-04-21,0.0044510190633155755
2022-04-22,-0.010339650027507141
2022-04-25,-0.010447793457631582
2022-04-26,-0.0030165580333337827
2022-04-27,-0.016641478066461435
2022-04-28,-0.0030768891719630265
2022-04-29,0.04012337970250002
2022-05-02,-0.0014835164577092774
2022-05-03,0.0029716762911975447
2022-05-04,0.005925977689002382
2022-05-06,-0.020618619185656883
2022-05-10,-0.0120301209135244
2022-05-11,0.0
2022-05-12,-0.012176486506785822
2022-05-13,0.024653283852626995
2022-05-16,-0.003007545104845799
2022-05-17,0.01960795548617722
2022-05-18,0.0073963381710335785
2022-05-19,-0.008810533778051521
2022-05-20,0.007407413486963277
2022-05-23,-0.0014705428788073238
2022-05-24,-0.020618619185656883
2022-05-25,-0.00150371304656427
2022-05-26,-0.007530186001047157
2022-05-27,0.009104723870013043
2022-05-30,0.018045032605640055
2022-05-31,-0.004431295283533476
2022-06-02,-0.010385672006887559
2022-06-03,0.0014992041225443398
2022-06-07,-0.01946107074986614
2022-06-08,-0.0030534618628400567
2022-06-09,-0.001531346424981761
2022-06-10,-0.021472398223220113
2022-06-13,-0.02664575295651983
2022-06-14,-0.0032206400319527706
2022-06-15,-0.019386148553707017
2022-06-16,0.00329492191396219
2022-06-17,-0.01806236088282287
2022-06-20,-0.018394677157630324
2022-06-21,-0.0034071174718367514
2022-06-22,-0.015384614343947556
2022-06-23,-0.00347218381682457
2022-06-24,0.017421547299397266
2022-06-27,0.006849307178718789
2022-06-28,0.010204103607605708
2022-06-29,-0.01759854526491289
2022-06-30,-0.017241379310344862
2022-07-01,-0.014035060118664733
2022-07-04,0.016014255422293067
2022-07-05,0.0017512927364504716
2022-07-06,-0.01398598609721391
2022-07-07,0.03191486394228127
2022-07-08,0.008591031270432037
2022-07-11,0.0017036244264605482
2022-07-12,-0.011904754738052525
2022-07-13,-0.0017212177009362506
2022-07-14,-0.008620655749221773
2022-07-15,0.0434782251817909
2022-07-18,0.031666686332118
2022-07-19,-0.016155088545043217
2022-07-20,-0.006568131455369941
2022-07-21,0.021487609108308714
2022-07-22,-0.008090646398905998
2022-07-25,-0.0032626042228813823
2022-07-26,0.009819915327200501
2022-07-27,0.0016207901750511233
2022-07-28,0.0016181038228872957
2022-07-29,-0.008077512502810857
2022-08-01,-0.0016287092514413182
2022-08-02,0.006525272607104338
2022-08-03,-0.006482969464047916
2022-08-04,0.0032626683842229554
2022-08-05,0.0
2022-08-08,-0.01138210706191134
2022-08-09,-0.013157933039528946
2022-08-10,-0.014999954113946834
2022-08-11,0.013536351768123733
2022-08-12,0.0050083537128469136
2022-08-16,0.013289010064072126
2022-08-17,-0.009836013992258752
2022-08-18,0.0182119000458556
2022-08-19,-0.009756110039548349
2022-08-22,-0.014778344211653693
2022-08-23,-0.014999954113946834
2022-08-24,-0.00169209388332614
2022-08-25,0.011864400113406282
2022-08-26,0.005025132249337538
2022-08-29,-0.023333320223032472
2022-08-30,0.003412996084494635
2022-08-31,0.015306075012188947
2022-09-01,-0.021775485239250436
2022-09-02,-0.015410978278028509
2022-09-05,-0.0069565078208984055
2022-09-06,0.0
2022-09-07,-0.01926449562390342
2022-09-08,-0.007142843096106133
2022-09-13,0.044964063510352315
2022-09-14,-0.022375220855531675
2022-09-15,-0.014084548003814867
2022-09-16,0.003571456664930528
2022-09-19,0.003558746755113029
2022-09-20,-0.010638311225973474
2022-09-21,-0.008960608340491172
2022-09-22,-0.01627481447442647
2022-09-23,0.001838213497960206
2022-09-26,-0.011009188348036436
2022-09-27,0.0055658698838907394
2022-09-28,-0.023985246412814965
2022-09-29,0.001161042273358781
2022-09-30,0.009505703422053147
2022-10-04,0.039548022598870025
2022-10-05,0.01449275362318847
2022-10-06,0.005357142857142838
2022-10-07,-0.001776198934280604
2022-10-11,-0.014234875444839812
2022-10-12,0.0072202166064982976
2022-10-13,-0.010752688172043001
2022-10-14,0.019927536231884035
2022-10-17,0.005328596802841812
2022-10-18,-0.0017667844522968323
2022-10-19,-0.012389380530973493
2022-10-20,-0.005376344086021501
2022-10-21,0.007207207207207134
2022-10-24,0.028622540250447193
2022-10-25,0.003478260869565153
2022-10-26,0.029462738301559765
2022-10-27,0.0016835016835017313
2022-10-28,-0.036974789915966366
2022-10-31,0.03664921465968596
2022-11-01,0.010101010101010166
2022-11-02,-0.00666666666666671
2022-11-03,-0.006711409395973145
2022-11-04,0.0033783783783782884
