날짜,감성점수
2022-01-01,0.0593
2022-01-02,-0.07598333333333332
2022-01-03,0.10569870129870129
2022-01-04,0.16592307692307692
2022-01-05,0.24868148148148148
2022-01-06,0.5385552631578947
2022-01-07,0.07890571428571429
2022-01-08,-0.16732999999999998
2022-01-09,-0.023172
2022-01-10,0.178225
2022-01-11,0.06864565217391305
2022-01-12,0.12969999999999998
2022-01-13,0.11034423076923076
2022-01-14,-0.08741428571428571
2022-01-15,0.0871
2022-01-16,-0.1622681818181818
2022-01-17,0.15053513513513514
2022-01-18,0.052177777777777774
2022-01-19,0.31109629629629626
2022-01-20,0.2772315789473684
2022-01-21,0.46748
2022-01-22,0.4360857142857143
2022-01-23,0.32735555555555557
2022-01-24,0.5396285714285715
2022-01-25,0.2803508771929824
2022-01-26,0.39957031249999997
2022-01-27,0.12061861313868613
2022-01-28,0.21749714285714283
2022-01-29,0.20095
2022-01-30,0.24460714285714286
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,0.05776551724137931
2022-02-03,0.032434285714285714
2022-02-04,0.26997580645161295
2022-02-05,0.20327499999999998
2022-02-06,0.24765
2022-02-07,0.2660906976744186
2022-02-08,0.25782499999999997
2022-02-09,0.3745755102040816
2022-02-10,0.212924
2022-02-11,0.13141960784313725
2022-02-13,0.0692
2022-02-14,0.08559277108433734
2022-02-15,0.07713289473684211
2022-02-16,0.006521590909090905
2022-02-17,0.041939325842696634
2022-02-18,0.10775142857142857
2022-02-19,0.0
2022-02-20,0.11440857142857144
2022-02-21,0.07058461538461538
2022-02-22,0.26765
2022-02-23,0.08503636363636363
2022-02-24,0.1227175
2022-02-25,-0.00681666666666667
2022-02-26,-0.042666666666666665
2022-02-27,-0.012788000000000004
2022-02-28,-0.01075652173913043
2022-03-01,0.34547307692307694
2022-03-02,0.17421999999999999
2022-03-03,0.19639322033898304
2022-03-04,0.1538
2022-03-05,0.3447297872340426
2022-03-06,0.15234166666666665
2022-03-07,0.09743026315789474
2022-03-08,0.06026349206349207
2022-03-09,0.011637500000000005
2022-03-10,0.13591724137931036
2022-03-11,0.14148095238095237
2022-03-12,0.0
2022-03-13,0.04996538461538462
2022-03-14,0.24083749999999998
2022-03-15,0.03672857142857143
2022-03-16,0.02740916230366492
2022-03-17,0.06342031249999999
2022-03-18,0.06811232876712328
2022-03-19,0.06364
2022-03-20,0.07177560975609756
2022-03-21,-0.013747297297297298
2022-03-22,0.019795918367346937
2022-03-23,0.15675737704918033
2022-03-24,0.0965
2022-03-25,-0.005769230769230771
2022-03-26,-0.1589
2022-03-27,0.22682083333333333
2022-03-28,-0.11534246575342466
2022-03-29,0.0836
2022-03-30,0.1665391304347826
2022-03-31,0.33377428571428575
2022-04-01,0.05647173913043479
2022-04-02,0.2857285714285714
2022-04-03,0.2428483870967742
2022-04-04,0.11722558139534885
2022-04-05,0.22608
2022-04-06,0.1873088888888889
2022-04-07,0.24872604651162789
2022-04-08,0.09672931034482758
2022-04-09,0.16229999999999997
2022-04-10,0.1285373134328358
2022-04-11,0.017578125
2022-04-12,0.09581604938271605
2022-04-13,0.05615657894736842
2022-04-14,0.10478245614035088
2022-04-15,0.09691076923076923
2022-04-16,0.20885714285714285
2022-04-17,0.08344411764705882
2022-04-18,0.07506166666666667
2022-04-19,0.025574257425742573
2022-04-20,0.06908333333333333
2022-04-21,0.07678032786885246
2022-04-22,0.24744827586206897
2022-04-23,0.0
2022-04-24,0.08111428571428571
2022-04-25,0.0339027027027027
2022-04-26,0.11519090909090908
2022-04-27,0.07191724137931034
2022-04-28,0.18460067114093962
2022-04-29,0.16780546875
2022-04-30,0.13758571428571428
2022-05-01,0.19787872340425533
2022-05-02,0.17306756756756758
2022-05-03,0.13437272727272725
2022-05-04,0.10914716981132075
2022-05-05,0.11885434782608695
2022-05-06,0.21101612903225805
2022-05-07,0.3982
2022-05-08,0.05708749999999999
2022-05-09,0.011746511627906976
2022-05-10,0.12241034482758621
2022-05-11,0.07492888888888889
2022-05-12,0.12235166666666666
2022-05-13,0.07573953488372093
2022-05-14,-0.04761428571428572
2022-05-15,0.08084705882352941
2022-05-16,0.10477857142857142
2022-05-17,0.1298285714285714
2022-05-18,0.07637333333333333
2022-05-19,0.062325531914893616
2022-05-20,0.05719516129032258
2022-05-21,0.12498000000000001
2022-05-22,0.3960545454545455
2022-05-23,0.21691904761904762
2022-05-24,0.13897758620689657
2022-05-25,0.47520370370370374
2022-05-26,0.06648139534883721
2022-05-27,0.05830277777777778
2022-05-28,0.0
2022-05-29,-0.007513513513513512
2022-05-30,0.0624609756097561
2022-05-31,0.14302222222222225
2022-06-01,0.3515357142857143
2022-06-02,0.042488118811881186
2022-06-03,0.19426190476190477
2022-06-04,0.11321666666666667
2022-06-05,0.13465789473684212
2022-06-06,0.19113888888888889
2022-06-07,0.074766
2022-06-08,0.06720151515151515
2022-06-09,0.12258235294117646
2022-06-10,0.1311688524590164
2022-06-11,0.5020666666666667
2022-06-12,0.16861025641025643
2022-06-13,0.115198
2022-06-14,0.0944734375
2022-06-15,0.028023529411764708
2022-06-16,0.1874390243902439
2022-06-17,0.01194432989690721
2022-06-18,0.0
2022-06-19,0.13946190476190476
2022-06-20,0.07926880733944953
2022-06-21,0.09882537313432835
2022-06-22,0.05728641975308642
2022-06-23,0.21342285714285714
2022-06-24,0.32174761904761906
2022-06-25,0.12765
2022-06-26,0.0873090909090909
2022-06-27,0.06678367346938775
2022-06-28,0.089325
2022-06-29,0.014301886792452829
2022-06-30,0.16192990654205608
2022-07-01,0.09183191489361701
2022-07-02,0.13595000000000002
2022-07-03,0.12358648648648649
2022-07-04,0.20169215686274508
2022-07-05,-0.04245151515151515
2022-07-06,0.34863898305084745
2022-07-07,0.18207551020408164
2022-07-08,0.11836491228070176
2022-07-09,0.11438
2022-07-10,0.19624000000000003
2022-07-11,0.17852884615384615
2022-07-12,0.31858275862068963
2022-07-13,0.12383684210526316
2022-07-14,0.2296953488372093
2022-07-15,0.18395714285714287
2022-07-16,0.25251666666666667
2022-07-17,0.11745405405405404
2022-07-18,0.22339117647058823
2022-07-19,0.175271875
2022-07-20,0.1947225
2022-07-21,0.14432073170731707
2022-07-22,0.10172741935483871
2022-07-23,-0.06291428571428571
2022-07-24,0.18520408163265303
2022-07-25,0.12203392857142857
2022-07-26,0.1726970588235294
2022-07-27,0.11891764705882352
2022-07-28,0.1959223107569721
2022-07-29,0.10830392156862746
2022-07-30,0.19063333333333332
2022-07-31,0.16774499999999998
2022-08-01,0.22697727272727272
2022-08-02,0.11578269230769231
2022-08-03,0.07484078947368421
2022-08-04,0.1026425
2022-08-05,-0.025414285714285716
2022-08-06,0.0
2022-08-07,0.00482093023255814
2022-08-08,0.172640243902439
2022-08-09,0.013099999999999999
2022-08-10,0.1494795918367347
2022-08-11,0.18749661016949154
2022-08-12,0.126025
2022-08-13,0.026539999999999998
2022-08-14,0.156495
2022-08-15,0.104328
2022-08-16,0.1277032258064516
2022-08-17,0.06896052631578947
2022-08-18,0.08894415584415584
2022-08-19,0.11858857142857142
2022-08-20,0.20095
2022-08-21,0.05741384615384615
2022-08-22,0.0641886075949367
2022-08-23,0.29777173913043475
2022-08-24,0.25113378378378376
2022-08-25,0.24013030303030303
2022-08-26,0.21905538461538462
2022-08-27,0.0
2022-08-28,-0.028557446808510648
2022-08-29,0.19409324324324323
2022-08-30,0.05069387755102041
2022-08-31,0.08641
2022-09-01,0.049987591240875914
2022-09-02,0.18982325581395348
2022-09-03,0.159225
2022-09-04,0.22904444444444444
2022-09-05,0.012190000000000001
2022-09-06,0.04399230769230769
2022-09-07,0.17165208333333334
2022-09-08,0.09156027397260273
2022-09-09,0.2759333333333333
2022-09-10,0.18045
2022-09-11,0.12889444444444445
2022-09-12,0.09878064516129031
2022-09-13,0.09262923076923076
2022-09-14,0.032266666666666666
2022-09-15,0.12068425925925926
2022-09-16,0.1485051282051282
2022-09-17,0.0
2022-09-18,0.053425
2022-09-19,0.09469565217391304
2022-09-20,0.1022475
2022-09-21,0.08337954545454546
2022-09-22,0.06506363636363637
2022-09-23,0.09143777777777778
2022-09-24,0.0
2022-09-25,0.10412727272727272
2022-09-26,0.09028767123287672
2022-09-27,0.189954
2022-09-28,0.1588469387755102
2022-09-29,0.008342857142857143
2022-09-30,0.10728499999999999
2022-10-01,-0.10722857142857144
2022-10-02,-0.06858125
2022-10-03,0.028897297297297307
2022-10-04,0.1260491935483871
2022-10-05,0.09767684210526315
2022-10-06,0.04554153846153846
2022-10-07,0.20161285714285715
2022-10-08,0.34775
2022-10-09,0.01998947368421053
2022-10-10,0.11223513513513514
2022-10-11,0.10338064516129032
2022-10-12,0.08398072289156626
