날짜,종가
2022-01-06,-0.0014368255326955293
2022-01-07,0.007204669768960725
2022-01-10,-0.03198646375813097
2022-01-11,-0.004134350697606148
2022-01-12,0.00804027494587256
2022-01-13,0.0065268842989854026
2022-01-14,-0.013455980608471418
2022-01-17,-0.007938007938007918
2022-01-18,-0.008657733748227203
2022-01-19,0.0019964981209430466
2022-01-20,0.00856677073233092
2022-01-21,0.0038983677565898045
2022-01-24,-0.011070887354773462
2022-01-25,-0.018388456135870257
2022-01-26,0.004195394822427367
2022-01-27,-0.030972352668113157
2022-01-28,0.030603150553686342
2022-02-03,0.011425915316347623
2022-02-04,0.02255092661864344
2022-02-07,0.004713825828839058
2022-02-08,0.0012379456344211448
2022-02-09,0.004426157970201405
2022-02-10,0.019343760344256777
2022-02-11,-0.014633354305778168
2022-02-14,-0.009145211122554064
2022-02-15,0.002764727892570651
2022-02-16,0.009857169510147479
2022-02-17,0.013630438575783499
2022-02-18,0.011715625221503156
2022-02-21,-0.0013511619993193946
2022-02-22,-0.00842862726625837
2022-02-23,-0.006306980128969686
2022-02-24,-0.01158532864088535
2022-02-25,-0.007018266014921615
2022-02-28,0.017638585182344846
2022-03-02,-0.0007739701614134509
2022-03-03,0.014105321089697087
2022-03-04,-0.003728530798066343
2022-03-07,-0.016977363515312982
2022-03-08,-0.013052981559585008
2022-03-10,0.011665990829408335
2022-03-11,-0.001490251698373135
2022-03-14,-0.028233526154352817
2022-03-15,-0.005073561343487465
2022-03-16,0.009730443299408087
2022-03-17,0.0015393374522909564
2022-03-18,-0.006674246252315941
2022-03-21,-0.0011445770363933683
2022-03-22,0.005655172413793208
2022-03-23,0.0036926453055927677
2022-03-24,0.004835335793047513
2022-03-25,-0.003242915276223113
2022-03-28,-0.0058982189897462955
2022-03-29,0.005363119054908605
2022-03-30,0.0037173550074032224
2022-03-31,-0.0002510906751200803
2022-04-01,0.017078454148745648
2022-04-04,0.010155261289625628
2022-04-05,-0.000774104178125401
2022-04-06,-0.009836700576950519
2022-04-07,-0.015699475997817514
2022-04-08,-0.0018930678157553782
2022-04-11,0.006957906759857968
2022-04-12,-0.003392476195431593
2022-04-13,0.009032150278273754
2022-04-14,0.0013452821988120256
2022-04-15,-0.010448100533256177
2022-04-18,0.015111798063768278
2022-04-19,0.0012551440329218178
2022-04-20,0.006740510881404038
2022-04-21,0.006389189409867546
2022-04-22,-0.0012676970508296304
2022-04-25,-0.019547314655916526
2022-04-26,0.003842409428920668
2022-04-27,-0.006510188289914787
2022-04-28,0.031279207427253874
2022-04-29,0.003383481360642815
2022-05-02,-0.0019268982958993153
2022-05-03,-0.019115133232780246
2022-05-04,-0.002901106110775098
2022-05-06,-0.011329755515801954
2022-05-09,-0.012936233933696584
2022-05-10,0.0048567214496417765
2022-05-11,-0.001845231230538591
2022-05-12,-0.02485163594349038
2022-05-13,0.0102650825622852
2022-05-16,0.000703684749232325
2022-05-17,-0.008885763600332441
2022-05-18,-0.006439198486412168
2022-05-19,-0.010430078441979962
2022-05-20,0.008932769158439102
2022-05-23,0.00811677756344964
2022-05-24,-0.0013544454835692221
2022-05-25,0.0053820733899527795
2022-05-26,-0.0017451633280157752
2022-05-27,0.00718591132370916
2022-05-30,0.002811262086297228
2022-05-31,0.005946565858216957
2022-06-02,-0.007304817801798813
2022-06-03,0.007985963419821385
2022-06-07,-0.014927577512633072
2022-06-08,0.0013815113091157905
2022-06-09,-0.0065344099246028575
2022-06-10,-0.014629577798350835
2022-06-13,-0.023280712295843164
2022-06-14,-0.0034785915618987806
2022-06-15,-0.0045009147744491385
2022-06-16,-0.007159608532900319
2022-06-17,0.005780346820809079
2022-06-20,-0.013616963620350808
2022-06-21,0.006513278388278421
2022-06-22,-0.023882905526049436
2022-06-23,0.0007107154924326231
2022-06-24,0.01648620328326933
2022-06-27,0.018452340045357785
2022-06-28,0.0015745020637225604
2022-06-29,0.010981730801621348
2022-06-30,-0.016671294496584665
2022-07-01,0.005647547834730204
2022-07-04,-0.002145247882831325
2022-07-05,0.005459068243981013
2022-07-06,-0.017586870857961623
2022-07-07,0.01697870255364231
2022-07-08,-0.00377603728976883
2022-07-11,-0.011438533348329893
2022-07-12,0.0050060869466284075
2022-07-13,0.007052856803233087
2022-07-14,-0.004327982373308004
2022-07-15,-0.006853258967382203
2022-07-18,0.003194488654449712
2022-07-19,0.004793472718001013
2022-07-20,0.008853250327062856
2022-07-21,-0.0017327535130179372
2022-07-22,-0.0010302582364667412
2022-07-25,0.006770845010425353
2022-07-26,0.002772519763946102
2022-07-27,0.008561054419880199
2022-07-28,-0.015083122316415176
2022-07-29,0.010798122065727611
2022-08-01,-0.00986441952535766
2022-08-02,-0.006734871668863329
2022-08-03,0.0030810403571308598
2022-08-04,-0.0030043159015750165
2022-08-05,0.0014054892789276963
2022-08-08,0.0007971974579505936
2022-08-09,0.007853432510966707
2022-08-10,-0.003139158215800464
2022-08-11,0.0035175486594229977
2022-08-12,0.0009903634299956998
2022-08-16,-0.00254571730309594
2022-08-17,-0.0021955731894880426
2022-08-18,0.0027253739011940947
2022-08-19,-0.003876443919664019
2022-08-22,-0.007313391109868617
2022-08-23,-0.019375697018170435
2022-08-24,-0.002205603611675877
2022-08-25,0.015945382746750614
2022-08-26,-0.0019491410180862978
2022-08-29,-0.012716868017076943
2022-08-30,0.009096973042598266
2022-08-31,0.002290781030965583
2022-09-01,-0.01825025015919224
2022-09-02,-0.0033820173965415368
2022-09-05,-0.00832103385359173
2022-09-06,0.002824295976843194
2022-09-07,-0.01532043191698218
