날짜,종가
2022-01-06,-0.03583851537429128
2022-01-07,0.017412456047396496
2022-01-10,-0.002655935613682159
2022-01-11,0.012731173812326801
2022-01-12,0.015008483871270073
2022-01-13,-0.012620758446164282
2022-01-14,-0.03407618735823026
2022-01-17,-0.03310430980637091
2022-01-18,-0.0246429501432206
2022-01-19,0.005021281402262101
2022-01-20,0.007775263219735429
2022-01-21,-0.007330018096932678
2022-01-24,-0.009345078513979255
2022-01-25,-0.04025361478388623
2022-01-26,-0.015253563640660328
2022-01-27,-0.05074558485050118
2022-01-28,0.03614070166971173
2022-02-03,0.03788013220060793
2022-02-04,0.007485453855730073
2022-02-07,-0.0085700345771198
2022-02-08,0.02527975693775808
2022-02-09,-0.01323079812598471
2022-02-10,0.00043354587655564103
2022-02-11,-0.023300919564528177
2022-02-14,0.000768352533128569
2022-02-15,-0.03369504684974012
2022-02-16,0.03577643365916705
2022-02-17,-0.004516111606298834
2022-02-18,0.004786220893319371
2022-02-21,0.01220019334525091
2022-02-22,0.0008056770888913434
2022-02-23,-0.003497342339700671
2022-02-24,-0.03189685151004473
2022-02-25,0.025597807165396613
2022-02-28,0.0271573672441201
2022-03-02,-0.003944918032786848
2022-03-03,0.02777119442996101
2022-03-04,-0.009362221106248625
2022-03-07,-0.009714513317366613
2022-03-08,0.020533741466039146
2022-03-10,0.02065802673873418
2022-03-11,-0.006108079916552933
2022-03-14,-0.006302033402290741
2022-03-15,0.005966253852676795
2022-03-16,0.014829695733812542
2022-03-17,0.006804142170760086
2022-03-18,0.016016045686733538
2022-03-21,-0.01566632954722258
2022-03-22,-0.012383793876764804
2022-03-23,0.008877885312726708
2022-03-24,-0.005968965346289212
2022-03-25,6.483596500861388e-05
2022-03-28,-0.004243986854113535
2022-03-29,0.004041709237333935
2022-03-30,0.013946876169098399
2022-03-31,-0.010109656566849146
2022-04-01,-0.011152194656488534
2022-04-04,0.004729308646442831
2022-04-05,-0.001525663663693777
2022-04-06,-0.013406276301551001
2022-04-07,-0.01671643003676393
2022-04-08,0.008149142739103388
2022-04-11,-0.012042946859408432
2022-04-12,-0.012029014813316974
2022-04-13,0.028250247970317055
2022-04-14,0.00587965089572795
2022-04-15,-0.007316751402969279
2022-04-18,-0.0034706603966470073
2022-04-19,0.005955037161278431
2022-04-20,-0.01113592559733223
2022-04-21,0.0007837556332435103
2022-04-22,-0.010021124220722322
2022-04-25,-0.008384293111972752
2022-04-26,0.024893194915343253
2022-04-27,0.009494205666821909
2022-04-28,0.015730656264108633
2022-04-29,0.004319988812977016
2022-05-02,-0.006016996772701844
2022-05-03,-0.009570407280113158
2022-05-04,-0.017471991271581055
2022-05-06,-0.019813382001388158
2022-05-09,-0.011124456496084623
2022-05-10,-0.008735546833563146
2022-05-11,0.0016694044185709966
2022-05-12,-0.02364253091530677
2022-05-13,0.002571411376580457
2022-05-16,-0.006226500553891179
2022-05-17,0.0035583280251278993
2022-05-18,0.007955963142112887
2022-05-19,-0.012849465284186401
2022-05-20,0.019962275149442155
2022-05-23,0.021474823828805167
2022-05-24,-0.012530613968414817
2022-05-25,0.024064314044109025
2022-05-26,0.0048125104392851
2022-05-27,0.0014856679791799277
2022-05-30,0.005052076849661802
2022-05-31,0.004969912162092305
2022-06-02,-0.013911641306636358
2022-06-03,0.007197166961774748
2022-06-07,-0.024301713529332636
2022-06-08,0.0055802270246207986
2022-06-09,-0.0008642723511895767
2022-06-10,-0.02010116513969551
2022-06-13,-0.036467865216923245
2022-06-14,-0.01380967012094636
2022-06-15,-0.023298760005211472
2022-06-16,-0.0024591114719869633
2022-06-17,0.015163143328914552
2022-06-20,-0.016374195321985696
2022-06-21,0.01792774171009337
2022-06-22,-0.007687731661556785
2022-06-23,-0.0011816924141111462
2022-06-24,0.04386091473091902
2022-06-27,0.003908776779543821
2022-06-28,0.0054741108700202545
2022-06-29,-0.006375427219349805
2022-06-30,0.0001598571208079047
2022-07-01,-0.018755408094091153
2022-07-04,0.014176748783967241
2022-07-05,0.04482670772366282
2022-07-06,0.0011555423628191175
2022-07-07,0.02991941717758939
2022-07-08,-0.007983549672278656
2022-07-11,0.019769707522334867
2022-07-12,0.004497248293840572
2022-07-13,-0.0017402565866688757
2022-07-14,-0.001545649882429223
2022-07-15,-0.012298056572075389
2022-07-18,-0.011228160328879744
2022-07-19,0.009630226333705805
2022-07-20,0.010382564292626517
2022-07-21,-0.016608502942150438
2022-07-22,-0.003880326382592947
2022-07-25,0.004836797104162738
2022-07-26,-0.0005279339150957574
2022-07-27,0.011294432015908518
2022-07-28,0.000798832475612743
2022-07-29,-0.0053673487139341836
2022-08-01,-0.0020782748261245487
2022-08-02,-0.012665731900942445
2022-08-03,0.002156308900386872
2022-08-04,0.010143583545200618
2022-08-05,0.03135782475720883
2022-08-08,0.008556240654894909
2022-08-09,0.007868823196913954
2022-08-10,-0.008368221420875788
2022-08-11,0.006603230671535121
2022-08-12,-0.0019024243589174095
2022-08-16,-0.0013381856967207284
2022-08-17,-0.013078391234263909
2022-08-18,-0.01742010150453166
2022-08-19,-0.008668162349581898
2022-08-22,-0.016582656105338933
2022-08-23,-0.026726500554404953
2022-08-24,0.0030093612630719413
2022-08-25,0.0185967017776969
2022-08-26,-0.012108333289500672
2022-08-29,-0.022309187232116723
2022-08-30,0.01803131381892431
2022-08-31,0.005681088714854399
2022-09-01,-0.019436376982733816
2022-09-02,-0.0009927092826456096
2022-09-05,-0.018310065649078666
2022-09-06,-0.001305389155313752
2022-09-07,-0.012112786827136568
2022-09-08,0.014677685209064428
